customer_id,age,gender,gdpr_email,gdpr_sms,gdpr_inapp,overdue_days,bank_segment,card_type,points_balance,tech_purchase_ratio,total_tx_count,is_control_group,send_channel,targeted,campaign_clicked,recency,frequency,monetary,churn_prob,is_churn_next_90d
100056,68,M,1,0,0,0.0,Affluent,Standard Credit,389,0.21052631578947367,38,1,email,0,0,34,38,8661.31,0.4407597127458285,0
100057,24,M,0,1,1,0.0,Mass Market,Standard Debit,123,0.13043478260869565,46,0,in_app,0,0,1,46,1919.13,0.3363427331739304,0
100058,38,F,0,0,1,0.0,Mass Market,Debit Plus,33,0.05172413793103448,58,0,in_app,0,0,86,58,5464.11,0.5001071693524428,1
100059,26,M,0,1,1,0.0,Mass Market,Standard Credit,76,0.13157894736842105,38,0,in_app,0,0,31,38,2680.29,0.4380607716454068,1
100060,56,F,1,0,0,0.0,Mass Market,Standard Debit,390,0.0851063829787234,47,0,email,0,0,21,47,4231.01,0.3772013608707985,0
100061,35,M,0,1,1,0.0,Student,Standard Credit,114,0.1111111111111111,45,0,sms,0,0,18,45,1514.57,0.38110772061510806,1
100062,21,F,1,1,0,0.0,Private Banking,Standard Credit,1413,0.19444444444444445,36,0,email,1,0,38,36,12988.460000000001,0.442687171873131,0
100063,42,F,1,1,1,92.0,Mass Market,Gold Credit,138,0.09433962264150944,53,0,email,0,0,6,53,3168.11,0.3232020996309508,1
100064,77,F,1,1,0,0.0,Mass Market,Standard Debit,250,0.045454545454545456,44,0,email,0,0,1,44,2716.83,0.34164046464484216,1
100065,31,F,1,0,1,0.0,Mass Market,Debit Plus,188,0.08333333333333333,48,0,email,0,0,21,48,2424.73,0.3765646991161649,1
100066,67,M,1,1,1,0.0,Affluent,Standard Credit,3292,0.16129032258064516,31,0,in_app,1,0,8,31,5237.65,0.3607814037986991,1
100067,75,M,1,1,1,0.0,Mass Market,Standard Debit,42,0.125,48,0,email,0,0,66,48,3974.23,0.4873815193853852,1
100068,26,F,1,1,1,0.0,Mass Market,Debit Plus,119,0.2037037037037037,54,1,email,0,0,69,54,4985.38,0.4720806265263624,0
100069,43,X,0,1,0,0.0,Mass Market,Standard Credit,501,0.14285714285714285,42,0,sms,0,0,3,42,2635.0099999999998,0.3499675739639987,0
100070,70,F,0,0,0,0.0,Mass Market,Debit Plus,492,0.04081632653061224,49,0,,0,0,5,49,5834.82,0.3299292487757768,0
100071,19,F,1,0,1,0.0,Student,Debit Plus,34,0.16666666666666666,48,0,in_app,1,1,41,48,1783.1399999999999,0.17711127434421747,0
100072,37,F,0,1,1,0.0,Mass Market,Debit Plus,29,0.11764705882352941,34,0,sms,0,0,1,34,3489.9,0.3805655595992848,0
100073,45,M,0,0,1,138.0,Mass Market,Gold Credit,337,0.02631578947368421,38,0,in_app,0,0,66,38,2788.71,0.5188098832632624,0
100074,64,M,0,0,1,0.0,Student,Gold Credit,44,0.18518518518518517,54,1,in_app,0,0,7,54,2039.57,0.3234118135649318,0
100075,77,F,1,1,1,0.0,Student,Debit Plus,74,0.07142857142857142,42,0,email,0,0,53,42,2174.06,0.476944211075246,1
100076,24,F,0,0,0,0.0,Affluent,Standard Debit,497,0.25,40,1,,0,0,56,40,8241.15,0.48518786897274535,1
100077,61,M,0,1,0,21.0,Student,Debit Plus,11,0.15384615384615385,39,0,sms,0,0,10,39,2362.29,0.3847090610516884,0
100078,78,F,0,0,1,0.0,Mass Market,Standard Debit,5,0.15384615384615385,39,0,in_app,0,0,29,39,2566.98,0.4306899521500397,1
100079,25,M,1,0,0,0.0,Mass Market,Debit Plus,164,0.0851063829787234,47,0,email,0,0,52,47,5616.63,0.4553640399070855,1
100080,64,F,1,1,1,0.0,Mass Market,Standard Debit,35,0.0625,48,0,email,0,0,6,48,2273.12,0.34255568299368716,0
100081,52,M,1,0,1,0.0,Mass Market,Gold Credit,41,0.05555555555555555,36,0,email,0,0,38,36,2158.92,0.46262034054958023,1
100082,31,M,1,0,1,0.0,Mass Market,Standard Credit,115,0.08823529411764706,34,0,email,0,0,12,34,5113.95,0.40588615272903594,0
100083,34,F,1,1,1,20.0,Mass Market,Standard Credit,117,0.075,40,0,sms,0,0,1,40,2352.36,0.3578584758940898,1
100084,53,M,1,0,1,0.0,Mass Market,Standard Credit,64,0.08888888888888889,45,0,email,0,0,18,45,3095.73,0.3818341480450078,1
100085,67,F,0,1,1,0.0,Mass Market,Debit Plus,28,0.11538461538461539,52,0,in_app,0,0,40,52,4583.47,0.41049727241289313,0
100086,57,F,0,0,1,12.0,Mass Market,Standard Debit,580,0.1388888888888889,36,0,in_app,0,0,34,36,3184.06,0.44512761710646864,1
100087,21,F,1,0,1,0.0,Student,Standard Credit,7,0.16279069767441862,43,0,in_app,1,1,34,43,3848.62,0.17845247545311976,1
100088,19,M,0,1,0,111.0,Mass Market,Standard Debit,86,0.06976744186046512,43,0,sms,0,0,38,43,2992.23,0.4369665558626704,1
100089,79,M,1,1,1,0.0,Affluent,Debit Plus,291,0.36666666666666664,30,1,email,0,0,30,30,6461.72,0.46109310333106834,1
100090,23,M,0,0,0,17.0,Mass Market,Debit Plus,402,0.03225806451612903,31,0,,0,0,7,31,1407.31,0.40035345030970676,0
100091,71,X,0,1,0,0.0,Mass Market,Debit Plus,106,0.0,32,0,sms,0,0,29,32,1813.78,0.45422256874164224,1
100092,59,F,0,1,1,48.0,Affluent,Standard Credit,106,0.22807017543859648,57,0,in_app,1,0,31,57,13080.3,0.36976777233032404,0
100093,21,F,0,1,1,0.0,Mass Market,Standard Credit,2,0.06666666666666667,30,0,in_app,0,0,46,30,1257.79,0.5039391968710579,1
100094,71,F,1,1,0,46.0,Student,Debit Plus,64,0.08571428571428572,35,0,email,0,0,5,35,1698.48,0.3861474675757186,0
100095,46,F,0,1,1,0.0,Mass Market,Standard Debit,251,0.11764705882352941,51,0,in_app,0,0,13,51,3924.52,0.34561144334262095,0
100096,35,F,1,1,0,0.0,Mass Market,Debit Plus,108,0.10204081632653061,49,0,sms,0,0,20,49,3248.03,0.37174009549537784,0
100097,43,M,0,1,1,0.0,Mass Market,Standard Credit,27,0.08163265306122448,49,0,in_app,0,0,3,49,3158.03,0.33185410599944837,0
100098,61,F,0,0,1,0.0,Affluent,Gold Credit,372,0.12195121951219512,41,0,in_app,0,0,7,41,7810.61,0.36507502105336087,1
100099,51,M,0,1,0,0.0,Affluent,Standard Debit,713,0.1875,32,0,sms,1,0,10,32,8400.07,0.3995100199358959,0
100100,27,F,1,1,0,0.0,Student,Standard Credit,61,0.02857142857142857,35,0,sms,0,0,19,35,1081.75,0.4200074783422856,1
100101,79,F,0,1,0,0.0,Student,Standard Debit,4,0.11627906976744186,43,0,sms,0,0,6,43,1263.42,0.36086321085736783,0
100102,53,F,1,0,1,0.0,Mass Market,Debit Plus,163,0.0967741935483871,62,0,email,0,0,5,62,3398.1,0.28828056983594574,0
100103,31,M,1,1,0,18.0,Mass Market,Debit Plus,65,0.2,35,0,sms,1,0,64,35,2038.0,0.5286450163218066,1
100104,48,M,0,1,0,0.0,Student,Debit Plus,48,0.11475409836065574,61,0,sms,0,0,6,61,1473.5,0.2959382404333418,1
100105,65,M,1,1,0,147.0,Mass Market,Standard Credit,209,0.10869565217391304,46,0,email,0,0,34,46,5049.36,0.41480342292203903,0
100106,32,M,0,0,1,0.0,Mass Market,Debit Plus,483,0.10714285714285714,56,0,in_app,0,0,1,56,4298.19,0.29539816996436646,1
100107,25,M,1,0,1,0.0,Student,Debit Plus,26,0.21568627450980393,51,0,email,1,0,27,51,2978.82,0.38269679189794276,0
100108,31,F,1,0,0,0.0,Mass Market,Debit Plus,154,0.06521739130434782,46,0,email,0,0,75,46,4203.5,0.5146363095200495,0
100109,40,F,0,0,1,0.0,Mass Market,Standard Debit,62,0.041666666666666664,48,0,in_app,0,0,58,48,2972.72,0.4677672769158408,1
100110,77,M,1,0,1,0.0,Mass Market,Gold Credit,68,0.06382978723404255,47,0,email,0,0,4,47,5454.07,0.34081675158698577,1
100111,74,M,1,1,1,0.0,Affluent,Debit Plus,38,0.2753623188405797,69,1,email,0,0,4,69,15056.89,0.262681179473497,0
100112,79,M,0,0,1,0.0,Mass Market,Gold Credit,67,0.13333333333333333,45,0,in_app,0,0,36,45,3841.85,0.425268823268779,0
100113,57,F,1,1,1,0.0,Private Banking,Gold Credit,99,0.06,50,0,sms,0,0,18,50,12944.4,0.3634685059869351,1
100114,38,F,1,0,1,0.0,Mass Market,Debit Plus,664,0.02564102564102564,39,0,email,0,0,95,39,1998.62,0.5805359284790335,1
100115,33,F,1,0,0,0.0,Mass Market,Gold Credit,196,0.17647058823529413,51,0,email,1,0,2,51,3979.39,0.31984046520633197,1
100116,62,F,0,1,1,2.0,Mass Market,Debit Plus,38,0.15217391304347827,46,0,sms,0,0,23,46,4488.7,0.39071775642311746,0
100117,35,X,0,1,1,0.0,Mass Market,Standard Credit,25,0.07894736842105263,38,0,in_app,0,0,22,38,5146.16,0.41706259718912186,1
100118,64,F,0,1,1,0.0,Affluent,Standard Credit,370,0.24242424242424243,33,0,sms,1,1,18,33,6985.45,0.17024555503116418,0
100119,70,M,1,0,1,0.0,Student,Gold Credit,18,0.16666666666666666,54,0,in_app,1,0,20,54,1622.17,0.3551905220120546,0
100120,41,F,0,0,1,28.0,Mass Market,Standard Credit,65,0.05263157894736842,57,0,in_app,0,0,35,57,3423.91,0.38002527857163415,0
100121,43,M,0,0,1,0.0,Mass Market,Standard Debit,126,0.029411764705882353,34,0,in_app,0,0,5,34,2978.61,0.3888181261340715,0
100122,42,F,0,1,1,24.0,Mass Market,Debit Plus,488,0.02127659574468085,47,0,sms,0,0,28,47,4805.51,0.3926857756685815,1
100123,77,M,1,0,0,0.0,Student,Standard Debit,42,0.13157894736842105,38,0,email,0,0,50,38,1579.18,0.48444846210450193,0
100124,77,F,0,0,1,0.0,Mass Market,Gold Credit,147,0.12,50,0,in_app,0,0,21,50,8047.44,0.3700175124658256,1
100125,77,F,0,0,1,0.0,Mass Market,Debit Plus,329,0.12195121951219512,41,0,in_app,0,0,20,41,3154.56,0.39710071482664955,0
100126,62,F,1,1,1,60.0,Mass Market,Debit Plus,1,0.14634146341463414,41,0,in_app,0,0,4,41,3080.29,0.36321873577162284,0
100127,58,F,1,1,1,0.0,Mass Market,Standard Credit,44,0.13953488372093023,43,0,sms,0,0,7,43,3004.79,0.36269752785064613,0
100128,46,M,0,0,0,0.0,Student,Debit Plus,34,0.09615384615384616,52,0,,0,0,6,52,2137.04,0.32828449725657083,0
100129,32,M,1,0,0,0.0,Mass Market,Debit Plus,244,0.06818181818181818,44,0,email,0,0,17,44,3344.96,0.3803749789315992,0
100130,62,M,0,0,1,0.0,Mass Market,Standard Credit,133,0.075,40,0,in_app,0,0,9,40,3570.84,0.37694969061410644,0
100131,18,M,0,1,1,0.0,Student,Debit Plus,9,0.11538461538461539,52,0,sms,0,0,16,52,2826.88,0.35280230034350135,0
100132,42,F,1,1,1,59.0,Student,Standard Credit,133,0.0851063829787234,47,0,email,0,0,28,47,2027.68,0.39784341042086974,0
100133,24,M,1,0,1,0.0,Mass Market,Standard Credit,80,0.075,40,0,in_app,0,0,6,40,3152.98,0.370473326878206,1
100134,26,X,1,1,0,0.0,Mass Market,Standard Credit,310,0.06521739130434782,46,0,sms,0,0,9,46,4217.04,0.3529495660836899,0
100135,41,F,0,0,1,0.0,Mass Market,Standard Debit,444,0.08163265306122448,49,0,in_app,0,0,38,49,3263.18,0.41033676403601677,1
100136,18,F,1,1,1,0.0,Affluent,Standard Credit,340,0.32,50,0,email,1,0,28,50,8541.57,0.38412171514679894,0
100137,61,M,0,1,1,0.0,Private Banking,Standard Credit,2800,0.16216216216216217,37,0,in_app,1,0,94,37,10076.36,0.5542303468793751,1
100138,25,F,1,0,1,159.0,Student,Debit Plus,62,0.08333333333333333,60,0,in_app,0,0,22,60,1918.16,0.3379536123195675,0
100139,41,F,1,0,1,0.0,Mass Market,Debit Plus,469,0.04878048780487805,41,0,in_app,0,0,9,41,2723.79,0.3684966697137515,0
100140,28,F,1,1,1,4.0,Mass Market,Debit Plus,58,0.06818181818181818,44,0,email,0,0,6,44,3625.16,0.3565072406616475,0
100141,68,F,1,1,0,0.0,Affluent,Gold Credit,2142,0.1694915254237288,59,0,sms,1,0,49,59,17791.84,0.37652305111151413,0
100142,34,F,0,0,1,0.0,Mass Market,Debit Plus,14,0.02631578947368421,38,0,in_app,0,0,6,38,5010.05,0.37857506822853076,0
100143,25,M,1,1,1,0.0,Student,Standard Credit,79,0.15384615384615385,52,0,sms,0,0,19,52,1848.6399999999999,0.35903167875323594,0
100144,52,F,1,0,1,0.0,Mass Market,Debit Plus,114,0.09302325581395349,43,0,email,0,0,68,43,5769.53,0.5090235246178686,0
100145,52,M,1,1,0,0.0,Affluent,Debit Plus,157,0.12280701754385964,57,0,email,0,0,22,57,16850.73,0.3472876859170437,1
100146,50,M,1,0,1,136.0,Mass Market,Debit Plus,17,0.12903225806451613,31,0,in_app,0,0,105,31,3966.18,0.6426619173653456,0
100147,76,M,1,0,0,34.0,Student,Standard Debit,25,0.15789473684210525,38,0,email,1,0,83,38,2058.7400000000002,0.5644055923582041,1
100148,22,M,0,0,0,31.0,Mass Market,Debit Plus,99,0.14,50,0,,0,0,12,50,4755.93,0.3489757523637467,0
100149,59,M,1,1,0,0.0,Student,Debit Plus,13,0.17391304347826086,46,1,email,0,0,14,46,3749.62,0.3693418397032847,0
100150,56,M,1,0,1,0.0,Private Banking,Standard Credit,364,0.23529411764705882,34,0,email,1,0,6,34,11391.800000000001,0.38777579050494676,1
100151,75,X,1,1,1,0.0,Mass Market,Gold Credit,102,0.04081632653061224,49,0,in_app,0,0,23,49,3761.11,0.37907364359856005,0
100152,58,F,0,1,1,0.0,Affluent,Standard Debit,422,0.14893617021276595,47,0,in_app,0,0,25,47,8457.54,0.3863982830644549,0
100153,45,X,1,0,1,0.0,Mass Market,Standard Credit,117,0.12244897959183673,49,0,email,0,0,46,49,4306.14,0.43441127092514564,0
100154,24,M,1,0,1,0.0,Mass Market,Debit Plus,406,0.06,50,0,in_app,0,0,17,50,6410.85,0.35659278263015254,0
100155,26,M,0,0,1,126.0,Student,Debit Plus,47,0.17777777777777778,45,0,in_app,0,0,27,45,1936.84,0.40382026380595637,0
100156,25,F,1,1,0,0.0,Mass Market,Gold Credit,4,0.1590909090909091,44,0,email,1,0,2,44,3442.64,0.347629946537147,0
100157,29,M,1,1,1,0.0,Affluent,Standard Debit,586,0.29545454545454547,44,0,email,1,1,6,44,9889.95,0.09883616700190612,0
100158,51,M,1,1,1,0.0,Mass Market,Debit Plus,287,0.07272727272727272,55,0,sms,0,0,23,55,2708.01,0.35495729067935955,1
100159,50,F,0,0,1,0.0,Mass Market,Debit Plus,12,0.10869565217391304,46,0,in_app,0,0,24,46,3473.0,0.39351095762386334,0
100160,65,M,1,0,1,0.0,Mass Market,Gold Credit,110,0.1346153846153846,52,0,email,0,0,6,52,4994.99,0.3271803275631232,0
100161,72,F,0,1,1,0.0,Mass Market,Debit Plus,120,0.08823529411764706,34,0,in_app,0,0,10,34,2598.36,0.4009825921116499,0
100162,40,F,1,0,1,0.0,Mass Market,Gold Credit,616,0.09433962264150944,53,0,in_app,0,0,29,53,3745.42,0.37181300895666475,0
100163,79,M,1,1,1,0.0,Mass Market,Debit Plus,129,0.14285714285714285,35,0,sms,0,0,17,35,1947.81,0.4141886191632258,0
100164,41,M,1,1,1,0.0,Mass Market,Debit Plus,277,0.05128205128205128,39,0,in_app,0,0,34,39,1312.78,0.4388154816173754,1
100165,54,F,1,1,0,0.0,Mass Market,Gold Credit,72,0.1346153846153846,52,0,sms,0,0,11,52,2470.89,0.33980970709583735,1
100166,52,M,0,1,0,0.0,Mass Market,Debit Plus,302,0.09302325581395349,43,0,sms,0,0,14,43,2767.83,0.37585737487274984,1
100167,61,M,1,1,0,0.0,Student,Standard Credit,19,0.13953488372093023,43,0,sms,0,0,28,43,1697.8,0.4137853792467554,1
100168,57,X,1,0,1,0.0,Affluent,Standard Debit,450,0.16279069767441862,43,0,in_app,1,0,50,43,11912.11,0.46066367141937703,0
100169,39,M,1,1,1,0.0,Affluent,Debit Plus,522,0.22916666666666666,48,0,in_app,1,0,15,48,11475.45,0.3572194102612462,0
100170,44,F,0,0,1,88.0,Mass Market,Standard Credit,522,0.07407407407407407,54,0,in_app,0,0,8,54,3108.2400000000002,0.31888262627228825,1
100171,52,X,1,1,1,43.0,Affluent,Standard Credit,44,0.25,44,0,email,1,0,24,44,13824.34,0.4001889012115847,1
100172,18,M,0,0,1,0.0,Mass Market,Standard Debit,44,0.1956521739130435,46,0,in_app,1,1,42,46,3288.28,0.18652430493829286,1
100173,52,M,1,0,1,0.0,Student,Standard Credit,61,0.02702702702702703,37,0,in_app,0,0,27,37,1636.34,0.432188292697013,1
100174,54,M,1,0,1,0.0,Mass Market,Standard Credit,172,0.14035087719298245,57,0,email,0,0,69,57,3482.34,0.4605963277363829,1
100175,64,M,1,1,1,3.0,Mass Market,Gold Credit,58,0.09523809523809523,42,0,sms,0,0,7,42,3190.92,0.3660655567417027,1
100176,31,M,1,0,0,0.0,Mass Market,Standard Credit,68,0.13725490196078433,51,0,email,0,0,49,51,4281.07,0.4352266894751845,0
100177,20,F,1,0,1,0.0,Mass Market,Standard Debit,92,0.047619047619047616,42,0,email,0,0,7,42,3570.39,0.3655715860893709,0
100178,18,M,1,1,1,34.0,Mass Market,Debit Plus,120,0.06349206349206349,63,0,sms,0,0,4,63,3277.71,0.2829184099170329,0
100179,22,F,0,1,1,4.0,Mass Market,Standard Credit,341,0.075,40,0,sms,0,0,15,40,3879.21,0.3884205061289119,0
100180,43,X,0,1,1,0.0,Student,Standard Credit,1,0.1568627450980392,51,0,in_app,1,0,11,51,1998.92,0.34441266261772363,1
100181,72,F,0,0,1,0.0,Mass Market,Gold Credit,457,0.03225806451612903,62,0,in_app,0,0,12,62,3618.56,0.3009173891085216,0
100182,31,F,1,1,1,0.0,Mass Market,Standard Debit,107,0.06382978723404255,47,0,in_app,0,0,27,47,3521.25,0.3958056937472195,1
100183,56,M,1,1,1,0.0,Student,Debit Plus,13,0.175,40,0,email,1,0,2,40,2125.62,0.36178490388547935,0
100184,44,F,1,1,0,0.0,Private Banking,Debit Plus,1065,0.1276595744680851,47,0,sms,0,0,15,47,7834.59,0.35290183694396343,1
100185,26,F,0,1,0,0.0,Student,Debit Plus,54,0.16279069767441862,43,1,sms,0,0,4,43,1675.49,0.3553058655530719,0
100186,32,M,0,0,1,0.0,Mass Market,Standard Debit,9,0.18181818181818182,33,0,in_app,1,0,13,33,3007.45,0.41341306638905007,1
100187,32,M,1,1,1,0.0,Mass Market,Standard Debit,252,0.10869565217391304,46,0,email,0,0,13,46,2449.0099999999998,0.3634540576511658,0
100188,43,F,1,0,1,0.0,Student,Gold Credit,72,0.05,40,0,in_app,0,0,41,40,2862.8,0.45513061806892224,1
100189,59,M,1,0,0,0.0,Mass Market,Standard Debit,36,0.10204081632653061,49,0,email,0,0,8,49,3269.07,0.34380064374805674,0
100190,77,M,1,1,1,0.0,Mass Market,Standard Debit,37,0.07894736842105263,38,0,in_app,0,0,55,38,2753.42,0.49659839953348217,1
100191,30,M,1,0,1,7.0,Mass Market,Standard Credit,46,0.15555555555555556,45,0,in_app,1,1,83,45,5059.46,0.28910049283764616,0
100192,68,M,1,1,1,0.0,Mass Market,Standard Debit,319,0.10204081632653061,49,0,email,0,0,27,49,2647.13,0.3855827843015874,0
